가게이름,카테고리,주소,전화번호,영업시간,메뉴,최소가격,최대가격,차액,평점,사진,주소,나이대,분위기,목적
도미노피자,배달,광주시 동구 궁동 7-7,062-233-3082,매일 오전 10시 - 오후 9시 30분,"['[오] 아보카도 새우 (L)', '코카콜라 1.25L', '치킨 체다 더티 프라이즈', '[슈] 블랙앵거스 스테이크 with 랍스터볼 (L)', '[오] 블랙앵거스 스테이크 with 랍스터볼 (L)', '[나] 블랙앵거스 스테이크 with 랍스터볼 (L)', '[씬] 블랙앵거스 스테이크 with 랍스터볼 (L)', '[나] 아보카도 새우 트리플 치즈버스트 엣지', '[슈] 블랙앵거스 스테이크 with 랍스터볼 (M)', '[오] 블랙앵거스 스테이크 with 랍스터볼 (M)', '[나] 블랙앵거스 스테이크 with 랍스터볼 (M)', '[씬] 블랙앵거스 스테이크 with 랍스터볼 (M)', '[나] 크랩&amp;립 하우스 트리플 치즈버스트 엣지', '[오] 아보카도 새우 (M)', '[슈] 블랙타이거 슈림프 (L)', '[오] 블랙타이거 슈림프 (L)', '[나] 블랙타이거 슈림프 (L)', '[씬] 블랙타이거 슈림프 (L)', '[나]와일드 와일드 웨스트 스테이크 치즈버스트 엣지', '[슈] 블랙타이거 슈림프 (M)', '[오] 블랙타이거 슈림프 (M)', '[나] 블랙타이거 슈림프 (M)', '[씬] 블랙타이거 슈림프 (M)', '[나] 블랙타이거 슈림프 트리플 치즈버스트 엣지', '[나] 아보카도 새우 (M)', '[슈] 포테이토 (L)', '[오] 포테이토 (L)', '[나] 포테이토 (L)', '[씬] 포테이토 (L)', '[나] 포테이토 트리플 치즈버스트 엣지', '[슈]  포테이토 (M)', '[오] 포테이토 (M)', '[나] 포테이토 (M)', '[씬] 포테이토 (M)', '[나] 뉴욕 오리진 트리플 치즈버스트 엣지', '[씬] 아보카도 새우 (M)', '[슈] 슈퍼디럭스 (L)', '[나] 슈퍼디럭스 (L)', '[오] 슈퍼디럭스 (L)', '[씬] 슈퍼디럭스 (L)', '[나]블록버스터4 트리플 치즈버스트 엣지', '[슈] 슈퍼디럭스 (M)', '[오] 슈퍼디럭스 (M)', '[나] 슈퍼디럭스 (M)', '[씬] 슈퍼디럭스 (M)', '[나]베스트 콰트로 트리플 치즈버스트 엣지', '[슈] 아보카도 새우 (M)', '[슈] 슈퍼슈프림 (L)', '[오] 슈퍼슈프림 (L)', '[나] 슈퍼슈프림 (L)', '[씬] 슈퍼슈프림 (L)', '[나] 블랙앵거스 스테이크 트리플 치즈버스트 엣지', '[슈] 슈퍼슈프림 (M)', '[오] 슈퍼슈프림 (M)', '[나] 슈퍼슈프림 (M)', '[씬] 슈퍼슈프림 (M)', '[나] 리얼불고기 트리플 치즈버스트 엣지', '블랙타이거 슈림프 피자 라이스볼', '[슈] 베이컨체더치즈 (L)', '[오] 베이컨체더치즈 (L)', '[나] 베이컨체더치즈 (L)', '[씬] 베이컨체더치즈 (L)', '[나]우리 고구마 트리플 치즈버스트 엣지', '[슈] 베이컨체더치즈 (M)', '[오] 베이컨체더치즈 (M)', '[나] 베이컨체더치즈 (M)', '[씬] 베이컨체더치즈 (M)', '[나]슈퍼디럭스 트리플 치즈버스트 엣지', '웨스턴 핫 윙', '[슈] 페퍼로니 (L)', '[오] 페퍼로니 (L)', '[나] 페퍼로니 (L)', '[씬] 페퍼로니 (L)', '[나]슈퍼슈프림 트리플 치즈버스트 엣지', '[슈] 페퍼로니 (M)', '[오] 페퍼로니 (M)', '[나] 페퍼로니 (M)', '[씬] 페퍼로니 (M)', '[나]베이컨체더치즈 트리플 치즈버스트 엣지', '코카콜라 제로 1.25L', '[슈] 치즈 (L)', '[오] 치즈 (L)', '[나] 치즈 (L)', '[씬] 치즈 (L)', '[나]페퍼로니 트리플 치즈버스트 엣지', '[슈] 치즈 (M)', '[오] 치즈 (M)', '[나] 치즈 (M)', '[씬] 치즈 (M)', '[나]치즈 트리플 치즈버스트 엣지', '[오]와일드 와일드 웨스트 스테이크 치즈버스트 엣지', '[오] 크랩&amp;립 하우스 (L)', '칙볼(치킨볼) 파스타', '[씬] 크랩&amp;립 하우스 (L)', '[나] 크랩&amp;립 하우스 (L)', '[슈] 크랩&amp;립 하우스 (L)', '[오] 블랙타이거 슈림프 트리플 치즈버스트 엣지', '베이컨 까르보나라 페투치니', '[오] 크랩&amp;립 하우스 (M)', '[씬] 크랩&amp;립 하우스 (M)', '[나] 크랩&amp;립 하우스 (M)', '[슈] 크랩&amp;립 하우스 (M)', '하프&amp;하프 파스타(NEW 치즈 &amp; 베이컨 까르보나라)', '[나] 아보카도 새우 (L)', '코카콜라 제로 500ml', '[오] 포테이토 트리플 치즈버스트 엣지', '[오]와일드 와일드 웨스트 스테이크 (L)', '[씬]와일드 와일드 웨스트 스테이크 (L)', '[나]와일드 와일드 웨스트 스테이크 (L)', '[슈]와일드 와일드 웨스트 스테이크 (L)', 'New 치즈 볼로네즈 스파게티', '스프라이트 1.5L', '[오]블록버스터4 트리플 치즈버스트 엣지', '[오]와일드 와일드 웨스트 스테이크 (M)', '[씬] 아보카도 새우 (L)', '[씬]와일드 와일드 웨스트 스테이크 (M)', '[나]와일드 와일드 웨스트 스테이크 (M)', '[슈]와일드 와일드 웨스트 스테이크 (M)', '스프라이트 500ml', '[슈] 블록버스터 4 (L)', '[나] 블록버스터 4 (L)', '[씬] 블록버스터 4 (L)', '[오] 블록버스터 4 (L)', '[오]베스트 콰트로 트리플 치즈버스트 엣지', '허니&amp;갈릭 윙스', '[슈] 아보카도 새우 (L)', '갈릭디핑소스 15g', '[오] 뉴욕 오리진 트리플 치즈버스트 엣지', '[슈] 블록버스터 4 (M)', '[나] 블록버스터 4 (M)', '[씬] 블록버스터 4 (M)', '[오] 블록버스터 4 (M)', '[슈] 뉴욕 오리진 (L)', '[오] 뉴욕 오리진 (L)', '[나] 뉴욕 오리진 (L)', '[씬] 뉴욕 오리진 (L)', '[오] 아보카도 새우 트리플 치즈버스트 엣지', '스위트칠리소스 15g', '[오] 블랙앵거스 스테이크 트리플 치즈버스트 엣지', '[슈] 뉴욕 오리진 (M)', '[오] 뉴욕 오리진 (M)', '[나] 뉴욕 오리진 (M)', '[씬] 뉴욕 오리진 (M)', '우리 피클 L', '[오] 리얼불고기 트리플 치즈버스트 엣지', '[슈] 리얼불고기 (L)', '[오] 리얼불고기 (L)', '코카콜라 500ml', '[나] 리얼불고기 (L)', '[씬] 리얼불고기 (L)', '우리 피클 M', '[오]우리 고구마 트리플 치즈버스트 엣지', '[슈] 리얼불고기 (M)', '[오] 리얼불고기 (M)', '[나] 리얼불고기 (M)', '[씬] 리얼불고기 (M)', '핫소스 3.5g', '[오]슈퍼디럭스 트리플 치즈버스트 엣지', '블랙앵거스 스테이크 피자 라이스볼', '[슈] 베스트 콰트로 (L)', '[오] 베스트 콰트로 (L)', '[나] 베스트 콰트로 (L)', '[씬] 베스트 콰트로 (L)', '[오]슈퍼슈프림 트리플 치즈버스트 엣지', '[슈] 베스트 콰트로 (M)', '[오] 베스트 콰트로 (M)', '[나] 베스트 콰트로 (M)', '[씬] 베스트 콰트로 (M)', '[오]베이컨체더치즈 트리플 치즈버스트 엣지', '[오] 크랩&amp;립 하우스 트리플 치즈버스트 엣지', '[슈] 우리 고구마 (L)', '[오] 우리 고구마 (L)', '[나] 우리 고구마 (L)', '[씬] 우리 고구마 (L)', '[오]페퍼로니 트리플 치즈버스트 엣지', '[슈] 우리 고구마 (M)', '[오] 우리 고구마 (M)', '[나] 우리 고구마 (M)', '[씬] 우리 고구마 (M)', '[오]치즈 트리플 치즈버스트 엣지']","['19,530원', '2,300원', '4,600원', '27,230원', '25,130원', '25,130원', '25,130원', '23,030원', '22,750원', '20,650원', '20,650원', '20,650원', '27,930원', '14,350원', '27,930원', '25,830원', '25,830원', '25,830원', '27,230원', '23,100원', '21,000원', '21,000원', '21,000원', '29,330원', '14,350원', '21,630원', '19,530원', '19,530원', '19,530원', '23,030원', '16,450원', '14,350원', '14,350원', '14,350원', '24,430원', '14,350원', '22,330원', '20,230원', '20,230원', '20,230원', '29,330원', '17,150원', '15,050원', '15,050원', '15,050원', '29,330원', '16,450원', '21,630원', '19,530원', '19,530원', '19,530원', '28,630원', '16,450원', '14,350원', '14,350원', '14,350원', '24,430원', '10,800원', '21,630원', '19,530원', '19,530원', '19,530원', '25,130원', '16,450원', '14,350원', '14,350원', '14,350원', '23,730원', '9,800원', '20,230원', '18,130원', '18,130원', '18,130원', '23,030원', '15,050원', '12,950원', '12,950원', '12,950원', '23,030원', '2,300원', '18,830원', '16,730원', '16,730원', '16,730원', '21,630원', '13,650원', '11,550원', '11,550원', '11,550원', '20,230원', '27,230원', '24,430원', '9,800원', '24,430원', '24,430원', '26,530원', '29,330원', '9,800원', '20,300원', '20,300원', '20,300원', '22,400원', '10,800원', '19,530원', '1,700원', '23,030원', '23,730원', '23,730원', '23,730원', '25,830원', '9,800원', '2,400원', '29,330원', '19,600원', '19,530원', '19,600원', '19,600원', '21,700원', '1,700원', '27,930원', '25,830원', '25,830원', '25,830원', '29,330원', '9,800원', '21,630원', '200원', '24,430원', '22,750원', '20,650원', '20,650원', '20,650원', '23,030원', '20,930원', '20,930원', '20,930원', '23,030원', '300원', '28,630원', '17,850원', '15,750원', '15,750원', '15,750원', '800원', '24,430원', '23,030원', '20,930원', '1,700원', '20,930원', '20,930원', '500원', '25,130원', '17,850원', '15,750원', '15,750원', '15,750원', '100원', '23,730원', '10,800원', '27,930원', '25,830원', '25,830원', '25,830원', '23,030원', '22,750원', '20,650원', '20,650원', '20,650원', '23,030원', '27,930원', '23,730원', '21,630원', '21,630원', '21,630원', '21,630원', '18,550원', '16,450원', '16,450원', '16,450원', '20,230원']",100,29330,29230,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230507124045_photo1_b2fc61edb123.jpg,https://www.diningcode.com/profile.php?rid=6tfsQuk8B4rL,['30대'],"['점심식사', '저녁식사', '데이트']",['푸짐한']
가마로강정,배달,광주시 동구 충장로4가 13-1,062-223-7292,"화,수,목,금,토/일 오전 11시 - 오후 10시","['땡초불강정(중)', '매콤한 강정(중)', '달콤한 강정(중)', '반반메뉴 (매콤한강정 + 달콤한강정)', '칠리새우 순살치킨', '마늘간장 순살치킨', '가마로 후라이드', '맥스생맥주(1,000cc)', '콜라(500ml)', '사이다(500ml)', '각무(500ml)', '마운틴듀(340ml)']","['7,500원', '7,000원', '7,000원', '12,500원', '15,000원', '14,000원', '12,000원', '4,500원', '1,000원', '1,000원', '500원', '1,000원']",500,15000,14500,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200927051004_photo1_pgk2ySljCc6K.jpg,https://www.diningcode.com/profile.php?rid=8enWbIi00UDX,[],"['점심식사', '저녁식사', '데이트', '간식']",[]
뽀끼캠프,배달,광주시 동구 황금동 5-14,062-464-9566,매일 오전 11시 - 오후 10시,"['차돌박이떡볶이', '오짱떡볶이', '순살치킨떡볶이', '탕수짜장떡볶이', '차돌덮밥', '수제돈까스', '다모아튀김', '화이트갈릭감자튀김']","['16,000원', '16,000원', '16,000원', '16,000원', '7,000원', '7,000원', '9,000원', '5,000원']",5000,16000,11000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=y1nYADMKL2Wg,"['30대', '50대']",['데이트'],['가성비좋은']
신전떡볶이 광주충장점,배달,광주시 동구 황금동 20,062-223-0707,매일 오전 11시 - 오후 10시 30분,"['떡볶이 (순한, 중간, 매운맛)']","['3,000원']",3000,3000,0,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220117010942_photo1_87d6486b3107.jpg,https://www.diningcode.com/profile.php?rid=t6NvbnuPNdl6,[],[],[]
청킹맨션,배달,광주시 동구 불로동 43 2층,062-232-0353,매일 오전 11시 30분 - 오후 9시,"['갈비짬뽕', '꿔바로우', '멘보샤', '짜장면', '짬 뽕', '백짬뽕', '볶음밥', '불고기밥', '군만두', '깐쇼새우', '깐풍기']","['9,000원', '16,000원', '7,000원', '6,000원', '7,000원', '7,000원', '8,000원', '9,000원', '7,000원', '18,000원', '16,000원']",6000,18000,12000,3.7점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200226101123126_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=PMAnTra5bY6p,"['20대', '30대']","['저녁식사', '데이트']","['분위기좋은', '푸짐한', '깔끔한', '예쁜']"
한끼맛있다 광주충장로점,배달,광주시 동구 황금동 111,062-222-7779,매일 오전 11시 - 오후 9시 30분,"['갈릭 목살 스테이크', '매콤 목살 찹 스테이크', '한끼 김치 필라프', '숯불 필라프', '오징어 치즈 덮밥', '크림 치킨 리조또', '로제리조또', '크림 빠네 파스타', '로제 빠네 파스타', '게살 크림 까르보나라', '훈제 오리 까르보나라', '매콤삼겹 파스타', '부추 통상겹 스테이크', '매콤 닭가슴살 파스타', '토마토 파스타', '해물 볶음 파스타', '통마늘 오일 파스타', '하와이안 게살 피자', '마약 옥수수 피자', '고르곤졸라 피자', '게살 튀김 샐러드', '훈제 오리 샐러드', '브리또 비프 샐러드', '바베큐 치킨 스테이크', '한끼 샐러드', '에이드', '탄산음료', '매콥 통삽겹 스테이크', '한끼 찹 스테이크', '매콤 대창덮밥', '매콤 대창 파스타', '게살 새우 필라프', '소고기 필라프']","['17,000원', '17,000원', '9,900원', '9,900원', '9,900원', '9,900원', '9,900원', '13,900원', '13,900원', '9,900원', '9,900원', '9,900원', '17,000원', '9,900원', '9,900원', '9,900원', '9,900원', '13,900원', '13,900원', '13,900원', '8,900원', '8,900원', '8,900원', '17,000원', '6,000원', '4,000원', '2,500원', '17,000원', '20,000원', '13,900원', '13,900원', '9,900원', '9,900원']",2500,20000,17500,4.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200929101215571_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=78yzpV8jYtgy,[],[],[]
온클라우드나인,배달,광주시 동구 광산동 80-1,062-229-1086,매일 자정 12시 - 자정 12시,"['아메리카노', '콜드브루 아메리카노', '스트로베리라떼', '혜자양동이빙수']","['4,000원', '4,500원', '5,800원', '13,900원']",4000,13900,9900,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20201120063416_profile_photo1_df3c991fb8a6.jpg,https://www.diningcode.com/profile.php?rid=yg55WAHBa6Ua,['20대'],"['데이트', '가족외식']",['가성비좋은']
휘핑디에그,배달,광주시 동구 장동 55-2,,"월-금,토 오전 11시 30분 - 오후 6시 30분","['아메리카노', '아메리카노', '아인슈페너', '밀크티', '밀크티', '흑당밀크티', '흑당밀크티', '흑당밀크티샷라떼', '흑당밀크티샷라떼', '말차크림라떼', '말차크림라떼', '딸기', '카페라떼', '딸기', '딸기라떼', '딸기라떼', '자스민자몽', '자몽', '패션후르츠', '패션후르츠', '캐모마일', '페퍼민트', '페퍼민트', '카페라떼', '얼그레이', '얼그레이', '레드오렌지', '레드오렌지', '바닐라라떼', '바닐라라떼', '헤이즐넛라떼', '카페모카', '헤이즐넛라떼', '아인슈페너']","['4,000원', '3,800원', '5,000원', '4,800원', '4,500원', '5,500원', '5,000원', '6,000원', '5,500원', '5,500원', '5,000원', '6,500원', '4,500원', '6,500원', '6,500원', '6,500원', '5,500원', '5,500원', '5,500원', '5,500원', '4,000원', '4,000원', '4,000원', '4,300원', '4,000원', '4,000원', '4,000원', '4,000원', '5,000원', '4,800원', '5,000원', '4,800원', '4,800원', '5,500원']",3800,6500,2700,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230520054901767_photo_b56536820c9a.jpg,https://www.diningcode.com/profile.php?rid=1xXIsAPukU5m,"['20대', '30대']",['데이트'],"['조용한', '깔끔한', '예쁜']"
서울깍두기,배달,광주시 동구 충장로1가 19,062-233-2123,매일 자정 12시 - 자정 12시,"['설렁탕', '설렁탕(특)', '육수페트병(1000ml)', '갈비탕', '도가니탕', '꼬리곰탕', '한우소불고기', '수육', '소갈비찜', '교자만두', '육수페트병(500ml)']","['11,000원', '14,000원', '7,000원', '20,000원', '22,000원', '23,000원', '24,000원', '59,000원', '59,000원', '6,000원', '4,000원']",4000,59000,55000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200427125038_photo1_34182de79a26.jpg,https://www.diningcode.com/profile.php?rid=qLNXR01lVSbH,"['20대', '30대']","['점심식사', '혼밥']","['고급스러운', '깔끔한']"
봉추찜닭,배달,광주시 동구 황금동 41-3,062-222-6981,매일 오전 11시 - 오후 9시,"['봉추찜닭(소)', '봉추찜닭(중)', '봉추찜닭(대)', '뼈없는찜닭(소)', '뼈없는찜닭(중)', '뼈없는찜닭(대)', '누룽지', '두가지치즈', '당면사리', '공기밥', '1인찜닭반상', '맥주', '소주', '음료']","['21,000원', '31,000원', '41,000원', '24,000원', '34,000원', '44,000원', '2,000원', '4,000원', '2,000원', '1,000원', '12,000원', '4,000원', '4,000원', '2,000원']",1000,44000,43000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210728060905_photo1_45241ef334d7.jpg,https://www.diningcode.com/profile.php?rid=2O72jySk1KSx,['20대'],"['점심식사', '저녁식사', '데이트']",['깔끔한']
더바른짬뽕,배달,광주시 동구 대인동 150,,"월-금,토 오전 11시 - 오후 9시","['고추잡채', '깐풍새우', '해물짬뽕', '매운짬뽕', '양장피', '탕수육', '칠리새우', '간짜장', '유니짜장', '해물돌판짜장', '알곤이짬뽕']","['25000~35000', '30000~40000', '13,000원', '90,000원', '25000~40000', '13000~40000', '30000~40000', '9,000원', '7,000원', '23,000원', '13,000원']",7000,90000,83000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230506091415_photo1_eb8a7a03d008.jpg,https://www.diningcode.com/profile.php?rid=hv2eidJ8wOIc,['40대'],"['회식', '가족외식']",[]
홍일점,배달,광주시 동구 불로동 1-9,062-225-0234,"월,수,목,금,토/일 오전 11시 30분 - 오후 9시 30분",['찜닭(소)'],"['19,000원']",19000,19000,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=1VaWMykFawn3,[],['회식'],['깔끔한']
역전할머니맥주 구시청점,배달,광주시 동구 광산동 86-5,062-224-7624,"금,토 오후 5시 - 오전 4시",['살얼음 할맥500cc'],"['3,700원']",3700,3700,0,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=Z5ZX7wB9RRrM,[],[],[]
빨봉분식,배달,광주시 동구 황금동 46-1,062-234-8079,매일 오전 11시 - 오후 10시,"['빨떡에 치즈추가', '빨봉떡볶이', '고구마튀김(3ea)', '새우튀김(3ea)', '오징어튀김(3ea)', '빨봉간편떡볶이', '빨봉돈가스', '치즈돈가스', '돈가스떡볶이', '비빔만두 ', '매콤찰순대', '샐러드돈가스', '라면떡볶이', '쿨피스', '탄산음료', '샐러드우동', '연탄불고기덮밥', '볶음밥', '오므라이스', '유부우동', '쫄면', '쫄만두', '라면', '치즈떡볶이', 'SET1', 'SET2', 'SET3', 'SET4', 'SET5', '고기군만두', '튀김오뎅', '모듬튀김', '야채튀김(3ea)', '김말이튀김(3ea)', '고추튀김(3ea)']","['7,000원', '6,000원', '2,500원', '2,500원', '2,500원', '4,000원', '7,000원', '8,000원', '8,000원', '5,500원', '3,500원', '8,000원', '5,500원', '2,000원', '2,000원', '7,000원', '7,000원', '6,000원', '6,500원', '5,000원', '6,000원', '7,000원', '4,500원', '6,500원', '11,500원', '13,500원', '15,500원', '12,500원', '13,500원', '3,000원', '2,500원', '6,000원', '2,500원', '2,500원', '2,500원']",2000,15500,13500,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230524102500100_photo_2e407f7eb942.jpg,https://www.diningcode.com/profile.php?rid=lTFOoWKko4FE,"['20대', '50대']",[],"['가성비좋은', '푸짐한', '깔끔한', '예쁜']"
바르다김선생 광주충장로점,배달,광주시 동구 광산동 86-2,062-222-1101,월-금 오전 10시 - 오후 9시,"['바른김밥', '매운 제육쌈 김밥', '크림치즈 호두 김밥', '참치김밥', '불고기김밥', '매콤장아찌 김밥', '새우튀김김밥', '밥 류', '면 류', '만두 류', '여름 계절메뉴']","['', '', '', '', '', '', '', '', '', '', '']",0,15500,13500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=jidlHV1xgvQN,[],[],[]
롯데리아 광주충장점,배달,광주시 동구 충장로3가 14-2,062-227-2266,매일 오전 9시 - 자정 12시,"['더블 한우불고기', '한우 트러플머쉬룸', '핫크리스피버거', '빅불', '데리버거', '새우버거', '한우불고기버거', '불고기버거']","['12400~14200', '9700~11500', '5900~7800', '7100~9000', '3300~5600', '4500~6600', '8000~9700', '4500~6600']",0,15500,13500,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230430082708243_photo_9fffeb4d8564.jpg,https://www.diningcode.com/profile.php?rid=9SulsGHRLug2,[],[],[]
영안반점,배달,광주시 동구 금남로5가 135,062-223-6098,매일 오전 10시 30분 - 오후 9시,"['짜장면', '삼선짬뽕', '탕수육', '우동', '짬짜면', '삼선우동', '볶음밥', '짜장밥']","['6,000원', '8,000원', '35,000원', '6,000원', '8,000원', '8,000원', '6,000원', '6,000원']",6000,35000,29000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221111110245307_photo_277d4bf6869c.jpg,https://www.diningcode.com/profile.php?rid=V4PLLgWb7wfH,['40대'],"['점심식사', '데이트']",['깔끔한']
에꼴드팡세,배달,광주시 동구 서석동 445-7,062-236-1280,"아메리카노 3,000원","['아메리카노', '순수바나나우유', '밥샌드위치(스팸, 진미채, 김치불고기, 불어묵, 매콤참치)', '샌드위치(햄에그, 닭가슴살, 크래미)']","['3,000원', '3,800원', '3,500원', '']",3000,3800,800,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=iGDIWJa6vd2o,"['20대', '30대']","['데이트', '간식']","['분위기좋은', '예쁜']"
